MasterID,AccountID,Account,Email domain,Acronym,[Bonus] Confidence score
,383467,EUROPEAN TAX ADVISER FEDERATION,@bdo.fr,ETAF,
,457839,EUROPEAN TAX ADVISER FEDERATION,@etaf.tax,ETAF,
,222448,EUROPEAN TRADE UNION CONFEDERATION,@etuc.org,ETUC,
,564573,EUROPEAN TRADE UNION CONFEDERATION,,,
,488958,EUROPEAN TRANSPORT WORKERS' FEDERATION,@etf-europe.org,ETF,
,531239,EUROPEAN UNION ROAD FEDERATION,@erf.be,ERF,
,76966,EUROPEAN UNION ROAD FEDERATION + INTERNATIONAL ROAD FEDERATION BRUSSELS CENTER,@erf.be,ERF,
,521318,EUROPEAN WOOD-BASED PANELS FEDERATION (EPF),@europanels.org,,
,427572,FEA - EUROPEAN AEROSOL FEDERATION,@aerosol.org,,
,189166,FEANI - EUROPEAN ENGINEERS' FEDERATION,@feani.org,FEANI,
,503033,"FEBAF - ITALIEN BANKING, INSURANCE AND FINANCE FEDERATION",@febaf.it,,
,555618,FECER - FEDERATION EUROPEENNE DES CADRES DE L'ENERGIE ET DE LA RECHERCHE,,,
,459275,FEDCAR - FEDERATION OF DENTAL REGULATORS,,,
,417466,FEDER (SPANISH FEDERATION OF RARE DISEASES),,,
,284130,FEDERATION,@sky.uk,,
,474462,FEDERATION BANCAIRE FRANCAISE,@fbf.fr,FBF,
,369311,FEDERATION BANCAIRE FRANCAISE,@prenax.fr,,
,367569,FÉDÉRATION BANCAIRE FRANÇAISE,@fbf.fr,FBF,
,71804,FÉDÉRATION BELGE DES ENTREPRISES ELECTRIQUES ET GAZIÈRES,@febeg.be,FEBEG,
,53359,FÉDÉRATION BELGE DES VINS ET SPIR,,FBVS,
,510789,FEDERATION BTP VOSGES,,,
,500715,FÉDÉRATION CFTC SANTÉ SOCIAUX,@cftc-santesociaux.fr,,
,269989,FEDERATION DE LA PLASTURGIE ET DES COMPOSITES,@fed-plasturgie.fr,,
,71780,FEDERATION DE L'INDUSTRIE DU VERRE,@vgi-fiv.be,,
,113267,FÉDÉRATION DE PARIS DU PS,,,
,112444,FÉDÉRATION DES AVEUGLES DE FRANCE,@aveuglesdefrance.org,FAF,
,245408,FÉDÉRATION DES CAISSES DESJARDINS DU QUÉBEC,@desjardins.com,,
,223322,FÉDÉRATION DES ÉDITEURS EUROPÉENS,,,
,82051,FEDERATION DES ENTREPRISES DE BELGIQUE,,FEB,
,108569,FÉDÉRATION DES ENTREPRISES DE VEILLE MÉDIA,@kantarmedia.com,FIBEP,
,75015,FEDERATION DES ENTREPRISES DU COMMERCE ET DE LA DISTRIBUTION,@fecd.eu,FCD,
,365395,FÉDÉRATION DES ÉTUDIANTS LIBÉRAUX,@etudiantsliberaux.be,,
,62412,FÉDÉRATION DES EXPERTS COMPTABLES MÉDITERRANÉENS,@fcmweb.org,FCM,
,77037,FÉDÉRATION DES INDUSTRIES CHIMIQUES DE BELGIQUE,@fedichem.be,FEDICHEM,
,130149,FÉDÉRATION DES INDUSTRIES MÉCANIQUES,@fimeca.org,FIM,
,561952,FÉDÉRATION DES INDUSTRIES NAUTIQUES,@fin.fr,FIN,
,561251,FÉDÉRATION DES INDUSTRIES NAUTIQUES,,,
,523908,FÉDÉRATION DES PSAD,,,
,481075,FÉDÉRATION EUROPÉENNE D'ASSOCIATIONS NATIONALES D'INGÉNIEURS,@feani.org,FEANI,
,77018,FEDERATION EUROPEENNE DE FINANCES ET BANQUES ETHIQUES ET ALTERNATIVES,@hefboom.be,FEBEA,
,136552,FEDERATION EUROPEENNE DES CADRES DE L'ENERGIE ET DE LA RECHERCHE,@diplomats.com,FECER,
,77019,FÉDÉRATION EUROPÉENNE DES CONSEILS ET INTERMÉDIAIRES FINANCIERS,,FECIF,
,187619,FÉDÉRATION EUROPÉENNE DES ÉCOLES,@fede.org,,
,72388,FÉDÉRATION EUROPÉENNE DES MÉDECINS SALARIÉS / EUROPEAN FEDERATION OF SALARIED DOCTORS,@fems.net,FEMS,
,77048,FÉDÉRATION EUROPÉENNE DES RETRAITÉS ET DES PERSONNES AGÉES,@etuc.org,FERPA,
,85264,FÉDÉRATION EUROPÉENNE DES VICTIMES DE LA ROUTE,@fevr.org,FEVR,
,175206,FEDERATION FOR EDUCATION IN EUROPE,@fede.education,FEDE,
,73262,FEDERATION FOR HUNTING & CONSERVATION MALTA,@huntinginmalta.org.mt,FKNK,
,163052,FÉDÉRATION FRANÇAISE DE DÉBAT ET D'ELOQUENCE,,FFDE,
,508607,FÉDÉRATION FRANÇAISE DE L’ASSURANCE,@ffa-assurance.fr,,
,513776,FÉDÉRATION FRANÇAISE DE L'ASSURANCE,@ffa-assurance.fr,FFA,
,564503,FÉDÉRATION FRANÇAISE DE L'ASSURANCE,@ffa-asurance.fr,,
,393919,FÉDÉRATION FRANÇAISE D'ÉQUITATION,@ffe.com,FFE,
,560280,FÉDÉRATION FRANÇAISE DES DIABÉTIQUES,,,
,505901,FÉDÉRATION FRANÇAISE DES TÉLÉCOMS,@fftelecoms.org,,
,447360,FEDERATION FRANÇAISE DU COMMERCE ET DE LA DISTRIBUTION,@fcd.fr,FCD,
,157169,FEDERATION HUMANISTE EUROPEENNE,@laicite.net,EHF,
,271900,FÉDÉRATION HUMANISTE EUROPÉENNE,@laicite.net,,
,169910,FÉDÉRATION INTERNATIONALE DE LA DIASPORA AFAR,,FIDA,
,79320,FÉDÉRATION INTERNATIONALE DE L'AUTOMOBILE,@fiabrussels.com,FIA,
,444136,FEDERATION INTERNATIONALE DE MOTOCYCLISME,@fim.ch,FIM,
,57742,FÉDÉRATION INTERNATIONALE DE MOTOCYCLISME,@fim.ch,FIM,
,109169,FEDERATION INTERNATIONALE DES BUREAUX D’EXTRAITS DE PRESSE,@observer.at,,
,77057,FÉDÉRATION INTERNATIONALE DES EXPERTS EN AUTOMOBILES,@fiea.org,FIEA,
,326112,FÉDÉRATION INTERNATIONALE DES PODOLOGUES - INTERNATIONAL FEDERATION FOR PODIATRISTS,@fip-ifp.org,FIP-IFP,
,381954,FÉDÉRATION NATIONALE D'AGRICULTURE BIOLOGIQUE,@fnab.org,FNAB,
,77078,FEDERATION NATIONALE DE L'AVIATION MARCHANDE,@fnam.fr,FNAM,
,374053,FÉDÉRATION NATIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES,@fnsea.fr,FNSEA,
,69867,FÉDÉRATION NATIONALE DES TRAVAUX PUBLICS,@fntp.fr,FNTP,
,72226,FÉDÉRATION NATIONALE DES UNIONS DE CLASSES MOYENNES ASBL,@ucm.be,UCM,
,60769,FÉDÉRATION NATIONALE DU CRÉDIT AGRICOLE,@ca-fnca.fr,FNCA,
,330961,FEDERATION OF ADVERTISERS,@owm.de,,
,415635,FEDERATION OF AUSTRIAN INDUSTRIES,@iv.at,,
,202692,FEDERATION OF AUSTRIAN INDUSTRIES,@iv-net.at,,
,529060,FEDERATION OF AUSTRIAN INDUSTRIES - VIENNA,@iv.at,,
,440059,FEDERATION OF AUSTRIAN INDUSTRY,@iv.at,,
,188067,FEDERATION OF BELGIAN EMPLOYERS,@vbo-feb.be,VBO,
,71582,FEDERATION OF BELGIAN ENTERPRISES,,,
,560935,FEDERATION OF CAMPING AND CARAVANING IN THE CZECH REPUBLIC,,,
,184080,FEDERATION OF ENTERPRISES IN BELGIUM,@vbo-feb.be,,
,123705,FEDERATION OF ENTREPRISES IN BELGIUM - EUROPEAN BUSINESS SUMMIT,@ebsummit.eu,,
,494017,FEDERATION OF EUROPEAN ACADEMIES OF MEDICINE,@feam.eu,FEAM,
,553848,FEDERATION OF EUROPEAN ACADEMIES OF MEDICINE,@feam.eu,,
,227094,FEDERATION OF EUROPEAN ACADEMIES OF MEDICINE,@feam.eu.com,FEAM,
,184810,FEDERATION OF EUROPEAN ACCOUNTANTS,@fee.be,FEE,
,56902,FEDERATION OF EUROPEAN AND INTERNATIONAL ASSOCIATIONS ESTABLISHED IN BELGIUM,@faib.org,FAIB,
,361194,FEDERATION OF EUROPEAN AQUACULTURE PRODUCERS,@feap.info,FEAP,
,177939,FEDERATION OF EUROPEAN DIRECT AND INTERACTIVE MARKETING,@fedma.org,FEDMA,
,292269,FEDERATION OF EUROPEAN DIRECT SELLING ASSOCIATIONS,@seldia.eu,SELDIA,
,525408,FEDERATION OF EUROPEAN DIRECT SELLING ASSOCIATIONS,@seldia.eu,,
,77029,FEDERATION OF EUROPEAN EMPLOYERS,@fedee.com,FEDEE,
,365640,FEDERATION OF EUROPEAN FILM DIRECTORS,@filmdirectors.eu,FERA,
,77030,FEDERATION OF EUROPEAN MOTORCYCLISTS ASSOCIATION,,,
,405173,FEDERATION OF EUROPEAN MOTORCYCLISTS' ASSOCIATIONS,@femamotorcycling.eu,FEMA,
,191048,FEDERATION OF EUROPEAN MOTORCYCLISTS' ASSOCIATIONS,@fema-online.eu,FEMA,
,275764,FEDERATION OF EUROPEAN NEUROSCIENCE SOCIETIES,@fens.org,FENS,
,495398,FEDERATION OF EUROPEAN PRODUCERS OF ABRASIVES,@fepa-abrasives.org,FEPA,
,484993,FEDERATION OF EUROPEAN PUBLISHERS,@fep-fee.eu,,
,388377,FEDERATION OF EUROPEAN PUBLISHERS EUROPE,@fep-fee.eu,,
,551714,FEDERATION OF EUROPEAN RISK MANAGEMENT ASSOCIATIONS,@ferma.eu,FERMA,
,415041,FEDERATION OF EUROPEAN SECURITIES EXCHANGES,@fese.eu,FESE,
,291309,FEDERATION OF EUROPEAN SECURITIES EXCHANGES BRUSSELS,@fese.eu,FESE,
,370632,FEDERATION OF EUROPEAN SOCIAL EMPLOYERS,@socialemployers.eu,,
,442961,FEDERATION OF EUROPEAN TANK STORAGE ASSOCIATIONS,@fetsa.eu,FETSA,
,252198,FEDERATION OF FINNISH ENTERPRISES,@skal.fi,,
,443307,FEDERATION OF FINNISH ENTERPRISES,@yrittajat.fi,,
,487985,FEDERATION OF FINNISH ENTERPRISES/ SUOMEN YRITTÄJÄT,,,
,493740,FEDERATION OF FINNISH ENTERPRISES/ YRITTÄJÄT,@yrittajat.fi,,
,196936,FEDERATION OF FINNISH FINANCIAL SERVICES,@finanssiala.fi,,
,189778,FEDERATION OF FINNISH FINANCIAL SERVICES,@fkl.fi,FFI,
,57489,FEDERATION OF GERMAN CHEMICAL EMPLOYERS ASSOCIATIONS,@bavc.de,,
,444107,FEDERATION OF GERMAN CONSUMER ORGANISATIONS,@vzbv.de,VZBV,
,444611,FEDERATION OF GERMAN CONSUMER ORGANISATIONS (VZBV),@vzbv.de,,
,200502,FEDERATION OF GERMAN INDUSTRIES,@bdi.eu,BDI,
,421047,FEDERATION OF GERMAN INDUSTRIES (BDI),@bdi.eu,,
,336180,FEDERATION OF GERMAN WASTE WATER AND RAW MATERIAL MANAGEMENT INDUSTRY,@bde.de,BDE,
,474981,"FEDERATION OF GERMAN WHOLESALE, FOREIGN TRADE AND SERVICES",@bga.de,BGA,
,198931,"FEDERATION OF GREEN YOUTH AND STUDENTS, FINLAND",,,
,73977,FEDERATION OF INDIAN CHAMBERS OF COMMERCE AND INDUSTRY,@ficci.com,FICCI,
,384258,FEDERATION OF MASTER BUILDERS,@fmb.org.uk,FMB,
,382243,FEDERATION OF NATIONAL ASSOCIATIONS OF SHIP BROKERS AND AGENTS,@agepor.pt,FONASBA,
,135547,FEDERATION OF NORWEGIAN AGRICULTURAL COOPERATIVES,@landbruk.no,,
,66273,FEDERATION OF NORWEGIAN INDUSTRIES,,,
,71915,FEDERATION OF PARTNERS FOR WORK FEDERGON,,,
,71725,FEDERATION OF PRIVATE ENTERPRISES,@foretagarna.se,,
,72232,FEDERATION OF PRIVATE ENTERPRISES FORET,@foretagarna.se,,
,159912,FEDERATION OF REGIONAL ACTORS IN EUROPE,,FEDRA,
,163409,FEDERATION OF SCREENWRITERS IN EUROPE,@script.ie,FSE,
,225203,FEDERATION OF SMALL BUSINESSES,@fsb.org.uk,FSB,
,472785,FEDERATION OF SOCIAL INSURANCES,@sozialversicherung.at,,
,404094,FEDERATION OF SWEDISH FARMERS,@lrf.se,LRF,
,68146,FEDERATION OF SWEDISH FARMERS - LANTBRUKARNAS RIKSFÖRBUND,@lrf.se,LRF,
,425888,FEDERATION OF SWEDISH FARMERS - LRF,@lrf.se,,
,184914,FEDERATION OF THE DUTCH PENSION FUNDS,@pensioenfederatie.eu,,
,65588,FEDERATION OF THE DUTCH PENSION FUNDS,@pensioenfederatie.nl,,
,462130,FEDERATION OF THE EUROPEAN SPORTING GOODS INDUSTRY,@fesi-sport.org,FESI,
,472840,FEDERATION OF THE EUROPEAN SPORTING GOODS INDUSTRY,@fesi-sport.org,,
,430456,FEDERATION OF THE SWEDISH FARMERS,@lrf.se,,
,560094,FEDERATION OF TOURIST GUIDE ASSOCIATIONS (KRAKOW),,,
,151588,FEDERATION OF VETERINARIANS OF EUROPE,@fve.org,FVE,
,142038,FEDERATION OF YOUNG EUROPEAN GREENS,@fyeg.org,FYEG,
,178366,FÉDÉRATION PÉTROLIÈRE BELGE,@petrolfed.be,,
,74594,FEDERATION PRO EUROPA CHRISTIANA,,FPEC,
,510318,FÉDÉRATION WALLONIE BRUXELLES,,,
,172099,FÉDÉRATION WALLONIE-BRUXELLES,,,
,205750,FÉDÉRATION WALLONIE-BRUXELLES (I.E.J.),,IEJ,
,207004,FÉDÉRATION WALLONNE DE L'AGRICULTURE,@fwa.be,FWA,
,83088,FEDERATION YOUTH CLUBS OF ARMENIA,,,
,521298,FEDIAF - EUROPEAN PET FOOD INDUSTRY FEDERATION,@fediaf.org,,
,175221,FEDICINE (FEDERATION OF SPANISH FILM DISTRIBUTORS),@fedicine.com,,
,191250,FEDIL BUSINESS FEDERATION LUXEMBOURG,@fedil.lu,FEDIL,
,321599,FERA - FEDERATION OF EUROPEAN FILM DIRECTORS,@filmdirectors.eu,,
,441386,FERA/ FEDERATION OF EUROPEAN FILM AND TV DIRECTORS,@filmdirectors.eu,,
,524824,FERMA: FEDERATION OF EUROPEAN RISK MANAGEMENT ASSOCIATIONS,,,
,552372,FEVE - EU CONTAINER GLASS FEDERATION,@feve.org,,
,473506,FEVE - THE EUROPEAN CONTAINER GLASS FEDERATION,@feve.org,,
,390267,FEVE : THE EUROPEAN CONTAINER GLASS FEDERATION,@feve.org,,
,382383,FIA INTERNATIONAL AUTOMOBILE FEDERATION,@fia.com,,
,192904,FIDA - FÉDÉRATION INTERNATIONALE DE LA DIASPORA AFAR,,FIDA,
,397638,FIDH (INTERNATIONAL FEDERATION FOR HUMAN RIGHTS),@fidh.org,,
,372873,FIEC (EUROPEAN CONSTRUCTION INDUSTRY FEDERATION),@fiec.eu,,
,446733,FINNISH COMMERCE FEDERATION,@kauppa.fi,,
,202270,FINNISH FEDERATION OF BREWERIES,,,
,101956,FINNISH FEDERATION OF UNIVERSITY WOMEN,@akateemisetnaiset.fi,FFUW,
,440849,FINNISH FOOD AND DRINK INDUSTRIES' FEDERATION,@etl.fi,,
,382845,FINNISH FOOD AND DRINK INDUSTRIES' FEDERATION (ETL),@etl.fi,,
,510813,FINNISH FOREST INDUSTRIES FEDERATION,@forestindustries.fi,,
,509354,FINNISH FOREST INDUSTRY FEDERATION,@metsateollisuus.fi,,
,250027,FOOD AND DRINK FEDERATION,@fdf.org.uk,FDF,
,528189,FPPG - THE OIL AND GAS EMPLOYERS ` FEDERATION,@fppg.ro,,
,503400,FRENCH BANKING FEDERATION,@fbf.fr,FBF,
,525181,FRENCH BANKING FEDERATION,@fbf.fr,,
,170958,FRENCH FEDERATION OF INSURANCE COMPANIES,@ffsa.fr,FFSA,
,492413,FRENCH INSURANCE FEDERATION,@ffa-assurance.fr,FFA,
,401952,FRENCH INSURANCE FEDERATION (FFA),@ffa-assurance.fr,FFA-ASSURANCE,
,525182,FRENCH INSURANCE FEDERATION (FFA),@ffa-assurance.fr,,
,164415,FRENCH RETAIL FEDERATION,@fcd.fr,,
,196533,FRENCH RETAIL FEDERATION,@fcd.fr,FCD,
,274094,FRONTEX AND INTERNATIONALE AND EUROPEAN PRESS FEDERATION,,,
,382269,"FRUCOM - EUROPEAN FEDERATION OF THE TRADE IN DRIED FRUIT, EDIBLE NUTS, PROCESSED FRUIT & VEGETABLES, PROCESSED FISHERY PRODUCTS, SPICES AND HONEY",@frucom.eu,,
,440018,GERMAN ADVERTISING FEDERATION,@zaw.de,ZAW,
,360306,GERMAN ENGINEERING FEDERATION,@vdma.org,VDMA,
,380273,GERMAN FEDERATION OF BLIND AND PARTIALLY SIGHTED PEOPLE,@dbsv.org,,
,71733,GERMAN FEDERATION OF CHEMICAL EMPLOYERS' ASSOCIATION,,,
,359350,GERMAN HOSPITAL FEDERATION,@dkgev.de,DKG,
,477046,GERMAN PROPERTY FEDERATION,@zia-deutschland.de,,
,563870,GERMAN PROPERTY FEDERATION ZIA,,,
,394003,GERMAN RENEWABLE ENERGY FEDERATION,@bee-ev.de,,
,290536,GERMAN RENEWABLE ENERGY FEDERATION,@biogas.org,BEE,
,226772,GERMAN RETAIL FEDERATION,@hde.de,HDE,
,291751,GERMAN RETAIL FEDERATION - HDE,@hde.de,HDE,
,290198,GERMAN STEEL FEDERATION,@stahl-zentrum.de,,
,229078,GERMAN STEEL FEDERATION,@wvstahl.de,,
,497499,GERMAN TRADE UNION CONFEDERATION,@dgb.de,,
,133020,GERMAN TRADE UNION CONFEDERATION,@dgb-europa.eu,DGB,
,504986,GLOBAL SELF CARE FEDERATION,,,
,457892,GLOBAL SELF-CARE FEDERATION,@selfcarefederation.org,,
,500759,GROUPEMENT DES PARKINSONIENS DE L'AIN AFFILIÉ À LA FÉDÉRATION FRANÇAISE DES GROUPEMENTS DE PARKINSONIENS,,,
,445118,GSV - BELGIAN STEEL FEDERATION,@steelbel.be,,
,378178,HABERDASHERS' ASKE'S FEDERATION TRUST,@fredsharrock.co.uk,,
,402482,HARRIS FEDERATION,,,
,71646,HELLENIC FEDERATION OF ENTERPRISES,@sev.org.gr,SEV,
,475290,HOPE - EUROPEAN HOSPITAL AND HEALTHCARE FEDERATION,@hope.be,,
,379469,HOPE EUROPEAN HOSPITAL AND HEALTHCARE FEDERATION,@europeancollege.it,,
,363362,IEJ FÉDÉRATION WALLONIE-BRUXELLES,,IEJ,
,438130,INTERACTIVE SOFTWARE FEDERATION OF EUROPE,@isfe.eu,ISFE,
,136006,INTERACTIVE SOFTWARE FEDERATION OF EUROPE,@macgreevy.com,ISFE,
,382328,INTERGRAF EUROPEAN FEDERATION FOR PRINT AND DIGITAL COMMUNICATION,@intergraf.eu,,
,475245,INTERNATIONAL BANKING FEDERATION,@ibfed.org,,
,110189,INTERNATIONAL CONFEDERATION OF CHILDHOOD CANCER PARENT ORGANIZATIONS,@foerderkreis-bonn.de,,
,440910,INTERNATIONAL CONFEDERATION OF EUROPEAN BEET GROWERS,@cibe-europe.eu,,
,486777,INTERNATIONAL CONFEDERATION OF EUROPEAN BEET GROWERS,@cibe-europe.eu,CIBE,
,77303,INTERNATIONAL CONFEDERATION OF FREE TRADE UNION,@icftu.org,ICFTU,
,60976,INTERNATIONAL CONFEDERATION OF MUSIC PUBLISHERS,@bredband.net,ICMP,
,176986,INTERNATIONAL CONFEDERATION OF MUSIC PUBLISHERS,@icmp-ciem.org,ICMP,
,323085,INTERNATIONAL CONFEDERATION OF SOCIETIES OF AUTHORS AND COMPOSERS,@cisac.org,CISAC,
,77397,INTERNATIONAL DAIRY FEDERATION,@fil-idf.org,IDF,
,316056,INTERNATIONAL DIABETES FEDERATION,@idf.org,IDF,
,480350,INTERNATIONAL DIABETES FEDERATION,@idf-europe.org,,
,279378,INTERNATIONAL DIABETES FEDERATION EUROPE,@idf-europe.org,IDF,
,315474,INTERNATIONAL DIABETES FEDERATION EUROPE,@idf-europe.org,,
,382348,INTERNATIONAL DIABETES FEDERATION EUROPEAN REGION,@idf-europe.org,IDF,
,118538,INTERNATIONAL DIABETES FEDERATION EUROPEAN REGION,@wxs.nl,IDF Europe,
,171128,INTERNATIONAL FEDERATION FOR HUMAN RIGHTS,@fidh.org,FIDH,
,382853,INTERNATIONAL FEDERATION FOR PODIATRISTS,@fip-ifp.org,,
,82264,INTERNATIONAL FEDERATION FOR SPINA BIFIDA AND HYDROCEPHALUS,@ifglobal.org,IF,
,315558,INTERNATIONAL FEDERATION OF ACCOUNTANTS - US,@ifac.org,IFAC,
,108485,INTERNATIONAL FEDERATION OF ACTORS,@fia-actors.com,FIA,
,444279,INTERNATIONAL FEDERATION OF ANTHROPOSOPHIC MEDICAL ASSOCIATIONS,@ivaa.info,IVAA,
,494635,INTERNATIONAL FEDERATION OF AUTOMOTIVE AFTERMARKET DISTRIBUTORS,@figiefa.eu,FIGIEFA,
,271194,INTERNATIONAL FEDERATION OF CATHOLIC UNIVERSITIES,,,
,74630,INTERNATIONAL FEDERATION OF DENTURISTS,@mymts.net,IFD,
,273171,INTERNATIONAL FEDERATION OF ENGINEERING EDUCATION SOCIETIES,@cti-online.net,IFEES,
,109616,INTERNATIONAL FEDERATION OF FILM DISTRIBUTORS' ASSOCIATIONS,@fiad.eu,FIAD,
,222036,INTERNATIONAL FEDERATION OF FILM PRODUCERS ASSOCIATIONS,@fiapf.org,FIAPF,
,149925,INTERNATIONAL FEDERATION OF INDUSTRIAL ENERGY CONSUMERS,@ifieceurope.org,IFIEC EUROPE,
,184677,INTERNATIONAL FEDERATION OF INSPECTION AGENCIES,@ifia-federation.org,IFIA,
,77401,INTERNATIONAL FEDERATION OF JOURNALIST,@ifj.org,IFJ,
,177299,INTERNATIONAL FEDERATION OF MEDICAL STUDENTS ASSOCIATIONS,,,
,74779,INTERNATIONAL FEDERATION OF NETBALL ASSOCIATIONS,@netball.org,,
,68711,INTERNATIONAL FEDERATION OF ORGANIC AGRICULTURE MOVEMENTS,@ifoam-eu.org,IFOAM,
,326121,INTERNATIONAL FEDERATION OF PHARMACEUTICAL MANUFACTURERS & ASSOCIATIONS,@ifpma.org,IFPMA,
,75959,INTERNATIONAL FEDERATION OF PRIVATE WATER OPERATORS,@aquafed.org,AQUAFED,
,420434,INTERNATIONAL FEDERATION OF RED CROSS AND RED CRESCENT SOCIETIES,@ifrc.org,,
,70673,INTERNATIONAL FEDERATION OF RED CROSS CRESCENT SOCIETIES,@ifrc.org,IFRC,
,444855,INTERNATIONAL FEDERATION OF REPRODUCTION RIGHTS ORGANISATIONS,@ifrro.org,IFRRO,
,493823,INTERNATIONAL FEDERATION OF REPRODUCTION RIGHTS ORGANISATIONS,@ifrro.org,,
,418904,INTERNATIONAL FEDERATION PHONOGRAPHIC INDUSTRY,@ifpi.org,IFPI,
,386271,INTERNATIONAL FEDERATION PHONOGRAPHIC INDUSTRY EUROPE,@ifpi.org,IFPI,
,517851,INTERNATIONAL FUR FEDERATION,@iftf.com,,
,75542,INTERNATIONAL FUR TRADE FEDERATION,@iftf.com,IFTF,
,517657,INTERNATIONAL PHARMACEUTICAL FEDERATION,,,
,211965,INTERNATIONAL PLANNED PARENTHOOD FEDERATION,@ippfen.org,IPPF,
,324259,INTERNATIONAL SCHOOL SPORT FEDERATION,@isfsports.org,ISFSC,
,360048,INTERNATIONAL SCHOOL SPORT FEDERATION,@isfsports.org,,
,211937,INTERNATIONAL TRADE UNION CONFEDERATION,@ituc-csi.org,ITUC,
,529777,INTERNATIONAL TRANSPORT WORKERS' FEDERATION,@itf.org.uk,ITF,
,163397,INTERNATIONAL VIDEO FEDERATION,@ivf-video.org,IVF,
,225911,INTERNATIONALE AND EUROPEAN PRESS FEDERATION,,,
,158545,INTERNATIONALE AND EUROPEAN PRESS FEDERATION INGOLSTADT,,,
,481234,IRISH HOTELS FEDERATION,,,
,62274,IS CONFEDERATION,,TURK,
,525029,"ITALIAN BANKING, INSURANCE AND FINANCE FEDERATION",@febaf.it,FEBAF,
,528149,"ITALIAN BANKING, INSURANCE AND FINANCE FEDERATION (FEBAF)",@febaf.it,,
,446137,IV - FEDERATION OF AUSTRIAN INDUSTRIES,@iv.at,,
,273210,JAPAN BUSINESS FEDERATION,,,
,496003,LITHUANIAN CONFEDERATION OF INDUSTRIALISTS,@lpk.lt,,
,71944,LITHUANIAN CONFEDERATION OF INDUSTRIALISTS,,LPK,
,511558,LIVSMEDELSFÖRETAGEN - THE SWEDISH FOOD FEDERATION,@li.se,,
,511073,LRF - FEDERATION OF SWEDISH FARMERS,@lrf.se,,
,460424,MEDEF (FRENCH BUSINESS CONFEDERATION),@medef.fr,,
,174525,MINISTRY OF ENERGY OF THE RUSSIAN FEDERATION,@minenergo.gov.ru,,
,137937,NAITIONAL CONSUMER FEDERATION,,,
,333936,NATIONAL FEDERATION OF GROUP WATER SCHEMES,@nfgws.ie,NFGWS,
,249494,NATIONAL FEDERATION OF SOCIAL EDUCATORS DK,@sl.dk,,
,221118,NATIONAL FEDERATION OF WOMEN'S INSTITUTES,,,
,281763,NATIONAL HOUSING FEDERATION,@housing.org.uk,,
,474898,NATIONAL HOUSING FEDERATION,@housing.org.uk,NHF,
,447021,NATIONAL MILK PRODUCERS FEDERATION,@nmpf.org,NMPF,
,517040,NATIONAL MILK PRODUCERS FEDERATION,,,
,418624,NATIONAL OLYMPIC COMMITTEE & SPORT CONFEDERATION OF DENMARK,@dif.dk,,
,174836,NATIONAL RETAIL FEDERATION,@nrf.com,NRF,
,138930,NAVES VZW THE NATIONAL FEDERATION OF ASSOCIATIONS OF SHIP’S AGENTS AND BROKERS OF BELGIUM NPO,@naves.be,,
,139603,NETHERLANDS FEDERATION OF UNIVERSITY MEDICAL CENTRES,@nfu.nl,NFU,
,405044,NHO (CONFEDERATION OF NORWEGIAN ENTERPRISE),@nho.no,,
,481069,NHO BRUSSEL (CONFEDERATION OF NORWEGIAN ENTERPRISE),@nho.no,,
,531340,NHO BRUSSELS (CONFEDERATION OF NORWEGIAN ENTERPRISE),@nho.no,,
,553691,NHS CONFEDERATION,@nhsconfed.org,,
,443004,NORWEGIAN FEDERATION OF AGRICULTURAL COOPERATIONS,@landbruk.no,,
,395506,OVERSEAS FEDERATION OF TEACHERS,,,
,217123,PARLEMENT DE LA FÉDÉRATION WALLONIE-BRUXELLES,,,
,527542,PERMANENT MISSION OF THE RUSSIAN FEDERATION TI THE EU,,,
,206032,PERMANENT MISSION OF THE RUSSIAN FEDERATION TO NATO,,,
,377364,PERMANENT MISSION OF THE RUSSIAN FEDERATION TO THE EU,@atom-energy.ru,,
,104330,PERMANENT MISSION OF THE RUSSIAN FEDERATION TO THE EU,@mid.ru,,
,445447,PERMANENT MISSION OF THE RUSSIAN FEDERATION TO THE EUROPEAN UNION,,,
,506314,PERMANENT REPRESENTATION OF THE STATE OF NORTH-RHINE WESTPHALIA TO THE GERMAN FEDERATION,@lv-bund.nrw.de,,
,222875,POLISH CONFEDERATION LEWIATAN,@konfederacjalewiatan.pl,,
,554745,"POLISH CONFEDERATION LEWIATAN, EESC",@konfederacjalewiatan.pl,,
,70522,POLISH CONFEDERATION OF LEWIATAN,@pkpplewiatan.pl,PKPP LEWIATAN,
,77915,POLISH CONFEDERATION OF PRIVATE EMPLOYERS LEWIATAN,@prywatni.pl,PKPP,
,165838,PORTUGUESE FARMERS CONFEDERATION,@cap.pt,CAP,
,275167,"PRESS OFFICER EUROPEAN COMMISION , FRONTEX , FOR THE INTERNATIONALE AND EUROPEAN PRESS FEDERATION",,,
,367965,RECRUITMENT AND EMPLOYMENT CONFEDERATION,@rec.uk.com,REC,
,71858,SA CONFEDERATION OF ICELANDIC EMPLOYERS,@sa.is,,
,363417,SCIENTIFIC FEDERATION,,,
,554635,SEV HELLENIC FEDERATION OF ENTERPRISES,@sev.org.gr,,
,482918,SPANISH BUSINESS CHEMICAL FEDERATION FEIQUE,@feique.org,,
,180511,SPANISH CHEMICAL BUSINESS FEDERATION,@feique.org,,
