economy,unemployment_youth
AUT,10.4300003051758
BEL,15.3559999465942
CYP,17.3819999694824
DEU,7.21199989318848
ESP,38.5120010375977
EST,17.9300003051758
FIN,21.2089996337891
FRA,20.1790008544922
GRC,34.9249992370605
IRL,15.3579998016357
ITA,29.4750003814697
LTU,19.6979999542236
LUX,23.0690002441406
LVA,14.9420003890991
MLT,10.7329998016357
NLD,9.20199966430664
PRT,22.6200008392334
SVK,19.3560009002686
SVN,14.2530002593994
