economy,unemployment_tot
AUT,5.3600001335144
BEL,5.55000019073486
CYP,7.59000015258789
DEU,3.80999994277954
ESP,15.5299997329712
EST,6.80000019073486
FIN,7.76000022888184
FRA,8.01000022888184
GRC,16.2999992370605
IRL,5.61999988555908
ITA,9.15999984741211
LTU,8.48999977111816
LUX,6.76999998092651
LVA,8.10000038146973
MLT,4.26000022888184
NLD,3.8199999332428
PRT,6.78999996185303
SVK,6.69000005722046
SVN,4.96999979019165
