economy,unemployment_fem
AUT,5.22700023651123
BEL,5.35300016403198
CYP,7.61700010299683
DEU,3.375
ESP,17.4290008544922
EST,6.61899995803833
FIN,7.48799991607666
FRA,7.95300006866455
GRC,19.8239994049072
IRL,5.64699983596802
ITA,10.1890001296997
LTU,7.69999980926514
LUX,6.96799993515015
LVA,7.07000017166138
MLT,4.35699987411499
NLD,3.95300006866455
PRT,7.04899978637695
SVK,7.05999994277954
SVN,5.62099981307983
